sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
1241,618170,,,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.,Madhya Pradesh,MoRTH,2023-03,2025-09,2026-05,214.07,214.07,0,35.19,2026-03,FlashReport_March_2026.pdf
1242,618171,,,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode",Madhya Pradesh,MoRTH,2022-03,2026-01,2026-08,352.69,352.69,0,47.29,2026-03,FlashReport_March_2026.pdf
1243,618619,,,Bypass on Western side of Gwalior City,Madhya Pradesh,National Highways Authority of India [NHAI],2025-03,2028-01,2028-01,998.95,998.95,15.92,0,2026-03,FlashReport_March_2026.pdf
1244,618620,,,"Additional works 2VUPs, MR-10 junction flyover and underpass in Six lane Indore- Dewas section of NH-52 in the state of Madhya Pradesh on EPC Mode",Madhya Pradesh,National Highways Authority of India [NHAI],2022-08,2024-07,2026-06,207.77,211.27,108.66,64.82,2026-03,FlashReport_March_2026.pdf
1245,618621,N24002070,,Indore - Edlabad Pkg-II [Tejajinagar to Balwara],Madhya Pradesh,National Highways Authority of India [NHAI],2022-03,2025-01,2026-05,1162.8,1530.82,486.3,84.2,2026-03,FlashReport_March_2026.pdf
1246,618622,N24001767,,4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. 82.660 of NH347BG & 753L,Madhya Pradesh,National Highways Authority of India [NHAI],2021-01,2024-04,2026-05,1001.69,888.81,687.71,89,2026-03,FlashReport_March_2026.pdf
1247,618623,,,4L Boregaon Buzurg to Shahpur Pkg I of Boregaon Buzurg to Muktainagar of NH 753L,Madhya Pradesh,National Highways Authority of India [NHAI],2022-11,2026-01,2026-05,1504.37,1132.34,431.27,84,2026-03,FlashReport_March_2026.pdf
1248,618625,,,Indore - Gujarat / MP Border from km. Km 9.500 to Km 171.000 of NH-59 in MP,Madhya Pradesh,National Highways Authority of India [NHAI],2009-12,2013-02,2026-05,1175,217.22,14.04,99.93,2026-03,FlashReport_March_2026.pdf
1249,618654,N24001967,,4L Greenfield Rudhi to Deshgaon Pkg V of Betul-Khandwa/Deshgaon,Madhya Pradesh,National Highways Authority of India [NHAI],2022-11,2025-10,2026-04,521.21,469.68,174.87,60.64,2026-03,FlashReport_March_2026.pdf
1250,618655,,,2L PS of Roshni to Ashapur Section of NH-347B from Design KM Ch. 89.900 to 114.000 KM Package III of Betul Khandwa,Madhya Pradesh,National Highways Authority of India [NHAI],2024-03,2026-08,2026-08,200.99,120.75,89.69,83.56,2026-03,FlashReport_March_2026.pdf
1251,618661,,,4L from km 0.000 to 42.040 Bhopal Ratnaigiri Tiraha to Vidisha Morikodi,Madhya Pradesh,National Highways Authority of India [NHAI],2024-10,2027-11,2027-11,1032.3,1038.18,5.99,10.16,2026-03,FlashReport_March_2026.pdf
1252,618663,N24002077,,i 4L Vidisha to Hinotiya from km 0.000 to Km 27.000 Vidisha Mehulwa-Talbehat Pkg- I Section of NH- 346 and ii 4L Vidisha to Morikori from Km 39.000 to 59.476 section of NH-146,Madhya Pradesh,National Highways Authority of India [NHAI],2022-09,2025-12,2026-05,1003.87,941.12,342.87,80.34,2026-03,FlashReport_March_2026.pdf
1253,618664,N24001614,,Berkhedi to Godpehra on NH-44 Sagar link road,Madhya Pradesh,National Highways Authority of India [NHAI],2022-02,2024-11,2026-06,524.84,471.31,333.98,78,2026-03,FlashReport_March_2026.pdf
1254,618665,N24001615,,4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I,Madhya Pradesh,National Highways Authority of India [NHAI],2021-03,2024-04,2026-04,790.78,660.38,437.15,93.53,2026-03,FlashReport_March_2026.pdf
1255,618666,,,4- Laning of Mohari to Satai Ghat section NH-934 from Km 50300 to Km 89875 Total length 39.575 km Package-2 in the State of Madhya Pradesh on EPC Mode,Madhya Pradesh,National Highways Authority of India [NHAI],2022-08,2026-08,2026-08,710.92,539.08,388.63,83,2026-03,FlashReport_March_2026.pdf
1256,618667,,,4L of near Satai Ghat to Chowka section of NH-34 from D. Ch. 89.875 to D. Ch. 145.000 Package-3,Madhya Pradesh,National Highways Authority of India [NHAI],2024-10,2027-10,2026-10,1005.59,882.21,44.1,15.02,2026-03,FlashReport_March_2026.pdf
1257,618671,,,4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch. 134.549,Madhya Pradesh,National Highways Authority of India [NHAI],2025-03,2027-12,2027-12,618.33,342.69,3.77,3.94,2026-03,FlashReport_March_2026.pdf
1258,618672,,,4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch 124470 in the state of MP on HAM mode,Madhya Pradesh,National Highways Authority of India [NHAI],2024-10,2027-11,2027-11,903.44,592.44,76.95,17.5,2026-03,FlashReport_March_2026.pdf
1259,618684,,,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,Madhya Pradesh,National Highways Authority of India [NHAI],2022-11,2026-03,2026-10,917.26,786.47,459.78,74.56,2026-03,FlashReport_March_2026.pdf
1260,618685,,,Outer Ring Road of Jabalpur Town from NH45 to Kushner Pkg-3,Madhya Pradesh,National Highways Authority of India [NHAI],2022-09,2026-03,2026-05,911.24,773.23,459.73,77,2026-03,FlashReport_March_2026.pdf
1261,618686,,,Outer Ring Road of Jabalpur Town from Kushner to Amjhar Road including Airport Connectivity Pkg-IV,Madhya Pradesh,National Highways Authority of India [NHAI],2022-08,2026-03,2026-06,612.94,509.82,326.81,76.1,2026-03,FlashReport_March_2026.pdf
1262,618687,N24002068,,Outer Ring Road of Jabalpur Town from Barela to Manegaon Pkg-1,Madhya Pradesh,National Highways Authority of India [NHAI],2022-09,2025-03,2026-04,652.33,651.88,444.83,88,2026-03,FlashReport_March_2026.pdf
1263,618688,,,Outer Ring Road of Jabalpur Town from Amjhar Road including Airport Connectivity to barela Pkg-V,Madhya Pradesh,National Highways Authority of India [NHAI],2024-10,2027-10,2027-10,794.7,539.9,46.92,20.13,2026-03,FlashReport_March_2026.pdf
1264,618694,N24001766,,Indore - Harda Pkg-I [Indore to Raghav Garh from km. 0.25 to km. 26.903],Madhya Pradesh,National Highways Authority of India [NHAI],2022-01,2024-10,2026-05,1011.29,813.03,371.56,90.85,2026-03,FlashReport_March_2026.pdf
1265,618695,N24001762,,Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445],Madhya Pradesh,National Highways Authority of India [NHAI],2020-01,2023-10,2026-04,1146.22,1240.64,566.38,96.21,2026-03,FlashReport_March_2026.pdf
1266,618701,N24002067,,Balance work of 4L of Nauradehi Sanctuary de-scoped stretch of Hiran River to Sindoor River from Km. 66.00 to 130.00 NH-12 New NH-45,Madhya Pradesh,National Highways Authority of India [NHAI],2021-01,2023-07,2024-04,178.18,153.15,142.2,57.14,2026-03,FlashReport_March_2026.pdf
1267,618735,N24001759,,4L of Chandesara to Khedakhajuriya from Km. 0.000 to - 750 & Km 0.000 to km 41.400 of NH-148NG Pkg-I,Madhya Pradesh,National Highways Authority of India [NHAI],2021-12,2024-05,2026-05,909.84,976.55,399.37,99,2026-03,FlashReport_March_2026.pdf
1268,618751,N24001921,,2L PS of Hinotiya-Mehulwa section of NH-346 from Km. 27.000 to Km 75.700 Vidisha Mehulwa-Talbehat Pkg-II Section of NH- 346,Madhya Pradesh,National Highways Authority of India [NHAI],2022-10,2025-09,2026-04,581.65,592.71,230.36,68.87,2026-03,FlashReport_March_2026.pdf
1269,618762,,,Itarsi Km. 63.000 to Betul Km. 137.000 of NH-69 in Madhya Pradesh,Madhya Pradesh,National Highways Authority of India [NHAI],2017-08,2020-02,2026-04,950.27,788.33,395.04,100,2026-03,FlashReport_March_2026.pdf
1270,618784,,,Balance works of 4 lane divided carriageway of Missing Link section of NH-39 Rewa Bypass from junction with NH 30 near Bela to Junction with MPRDC ring road near Silpara on SH 9 design length 13.100 km on EPC Mode under Bharatmala Pariyojana in the State of Madhya Pradesh,Madhya Pradesh,NHAI,2023-08,2026-04,2026-04,355.36,355.36,189.7,80.16,2026-03,FlashReport_March_2026.pdf
1271,618932,,,Construction of 6 lane Indore western bypass from km 0000 to Km 34000 Pkg -l in the State of Madhya Pradesh on Hybrid Annuity Mode under NHO,Madhya Pradesh,National Highways Authority of India [NHAI],2024-02,2027-12,2027-12,1534.7,1472.68,180.48,6.12,2026-03,FlashReport_March_2026.pdf
1272,618933,,,Construction of 6 lane Indore western bypass from km 34000 to Km 64000 Pkg-II in the state of Madhya Pradesh on Hybrid Annuity Mode under NHO,Madhya Pradesh,National Highways Authority of India [NHAI],2024-03,2028-03,,1430.56,1430.56,8.62,0,2026-03,FlashReport_March_2026.pdf
1273,618962,,,4L of Budhni to Shahganj Bypass End Package-III of NH-146B from Km. 73.750 to Km. 102.000,Madhya Pradesh,National Highways Authority of India [NHAI],2024-03,2027-08,2027-05,1102.97,770.21,36.75,12.44,2026-03,FlashReport_March_2026.pdf
1274,618963,,,Construction work of 4-laning of Shahganj bypass end to Badi Package-IV of NH-146B from design km 102.000 to design km 142.357 Design length 40.357 km,Madhya Pradesh,National Highways Authority of India [NHAI],2024-02,2027-03,2027-03,784.14,836.64,284.02,40.22,2026-03,FlashReport_March_2026.pdf
1275,618964,,,4 Laning of Sandalpur to Nasrullaganj Pkg-1 section of NH-146B Length 43.2 Km.,Madhya Pradesh,National Highways Authority of India [NHAI],2025-03,2028-01,2028-01,1425.98,1425.98,11.29,5.01,2026-03,FlashReport_March_2026.pdf
1276,618966,,,Six laning with both sides Service Road of Ayodhya Bypass from Design Km 0000 near Ashram Tiraha on NH-46 to Km 16439 end at Ratnagiri Tiraha on Nh-146,Madhya Pradesh,National Highways Authority of India [NHAI],2024-02,2027-08,2027-08,1123.17,1103.22,53.31,15.01,2026-03,FlashReport_March_2026.pdf
1277,619007,,,Upgradation of Sarvardewla to Pal MP/MH Border Road section of NH-347 C from Design Chainge km 81.600 to 137.400 Total length 55.80 km to two lane with paved shoulder configuration along with One time improvement of 1 .95 km in the State of Madhya Pradesh on EPC mode.,Madhya Pradesh,MoRTH,2023-03,2028-01,,461.23,461.23,0,0,2026-03,FlashReport_March_2026.pdf
1278,619100,,,Dhangaon - Borgaon section km 81.000 to km 139.000 [Indore - Edlabad Pkg IV],Madhya Pradesh,National Highways Authority of India [NHAI],2020-01,2023-08,2026-05,866,1185.04,590.91,99.8,2026-03,FlashReport_March_2026.pdf
1279,619114,,,Indore - Harda Pkg-II [Raghavgarh to Nanasa from km. 29.30 to km. 92.30],Madhya Pradesh,National Highways Authority of India [NHAI],2023-01,2026-03,2026-12,1081.51,1146.63,345.65,40.25,2026-03,FlashReport_March_2026.pdf
1280,617912,,,Construction of 6 lane flyover from Khapari ROB to Mihan Interchange design chainage km 8760 to 11450 L- 2.69 km and upgradation of existing 4L PS road to 6LPS with service road by flexible pavement design chainage km 11450 to 14500 L- 3.05 [total project length 5.74 km] in section of Nagpur - Hyderabad NH-44 Old NH-7 in Nagpur district in the state of Maharashtra on HAM mode.,Maharashtra,MoRTH,2024-03,2027-10,2027-10,619.55,619.55,0,6.05,2026-03,FlashReport_March_2026.pdf
1281,617917,N24001883,,"Construction of 4 Lane Flyover at Nagpur RTO Chowk To Nagpur University Campus from Ch 2/250 to 5/100 and 4 lane flyover at wadi/midc junction from km 8/360 to km, 10/300 on NH 53 in state of Maharashtra.",Maharashtra,MoRTH,2021-03,2024-03,2025-04,478.83,490.52,0,95,2026-03,FlashReport_March_2026.pdf
1282,617932,N24001882,,Construction of New Four Lane Bypass to Parbhani City Parwa to Asola Km 463/265 to Km 481/180 Design Ch. 19220 to Ch. 34434 Length-15.214 Km section of NH-61 on EPC mode in the State of Maharashtra.,Maharashtra,MoRTH,2022-03,2024-10,2026-06,496.64,496.64,0,67.58,2026-03,FlashReport_March_2026.pdf
1283,617933,N24002174,,Up-gradation to four lane/ Two lane with paved shoulders configuration of Kalyan - Murbad - Malshej Ghat - Nirmal Road NH- 61 km 15/200 to Km 38/00 and from Km. 58/00 to Km 84/00 Design length 48.58 km of NH-61 on EPC Mode in Thane District in the state of Maharashtra,Maharashtra,MoRTH,2023-02,2026-08,2026-08,984.07,984.07,0,100,2026-03,FlashReport_March_2026.pdf
1284,617934,N24001112,,Nasratpur to Barasgaon section of NH-61 2L / 4L PS from Km.514/00 to 558/200,Maharashtra,MoRTH,2017-07,2019-09,2026-06,406.54,406.54,0,95.84,2026-03,FlashReport_March_2026.pdf
1285,617938,,,Rehabilitation And Upgradation to four lane with paved shoulder configuration from km 24350 to km 61875 Jawale - Borgaon Kale of NH-63 in the State of Maharashtra on EPC mode under Annual Plan 2024-25 Total length - 37.525 Km.,Maharashtra,MoRTH,2024-12,2027-03,2027-03,574.18,574.18,0.06,10,2026-03,FlashReport_March_2026.pdf
1286,617944,N24001132,,Kashedi ghat tunnel NH-66 [Bhogaon Khurd - Kashedi section] 4 lanes under NHDP on EPC mode,Maharashtra,MoRTH,2018-09,2021-04,2021-04,680.43,701.46,0,98.37,2026-03,FlashReport_March_2026.pdf
1287,617945,,,Balance work of NH-66 from design Km 84/00 to Km 87/100 Indapur Bypass and Km 91/600 to Km 99/100 Mangaon Bypass to four lane with paved shoulder in State of Maharashtra under NHO on EPC Mode.,Maharashtra,MoRTH,2025-03,2027-04,2027-04,354.21,354.21,0,47.19,2026-03,FlashReport_March_2026.pdf
1288,617946,N24000584,,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L PS,Maharashtra,MoRTH,2016-03,2020-02,2025-12,1142.62,1142.62,0,97.5,2026-03,FlashReport_March_2026.pdf
1289,617947,N24000585,,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,Maharashtra,MoRTH,2016-03,2019-11,2026-03,1006.99,1443.09,0,80.06,2026-03,FlashReport_March_2026.pdf
1290,617948,N24001134,,Kante - Wakad section of NH-66 4L PS from Km.281/300 to 332/200,Maharashtra,MoRTH,2016-03,2019-11,2025-11,1117.75,2020.56,287.96,90.14,2026-03,FlashReport_March_2026.pdf
1291,617965,N24001904,,Kopargaon to Savali Vihir section,Maharashtra,MoRTH,2022-06,2024-07,2026-06,195.38,195.38,0,80,2026-03,FlashReport_March_2026.pdf
1292,617978,,,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaishal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra- Package-II & Package III combined- starting from existing chainage Km 341/300 to Km 394/130 and design chainage Km 340/250 at Dahiwadi Village to Km 392/950 ending at Vita Village in the State of Maharashtra on EPC Mode.",Maharashtra,MoRTH,2024-03,2027-05,2027-05,631.76,631.76,187.58,73.23,2026-03,FlashReport_March_2026.pdf
1293,617979,,,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300 Dahiwadi Village Bus Stop Design chainage Km 340466km in the S",Maharashtra,MoRTH,2024-03,2027-05,2026-11,533.76,533.76,0,55.21,2026-03,FlashReport_March_2026.pdf
1294,618042,N24002170,,"Rehabilitation/ Upgradation of existing Highway to four lane standards in Kurkheda town from km.413257 to km 410775, Two lane in Shankarpur Gurnuli km 42400 to km 43100 section and Reconstruction of Major Bridge at Ch. 448558 Bhuti Nallah and Ch. 411695 Sati River bridge, Minor Bridge at Ch. 411477 and Ch. 405800 Lendhari Bridge of NH 543 Bhamhapuri-wadsa-kurkheda-korchi-Deori-Amgaon road on EPC mode in the State of Maharashtra",Maharashtra,MoRTH,2022-03,2025-05,2026-03,163.86,163.86,0,42.78,2026-03,FlashReport_March_2026.pdf
1295,618046,N24001902,,Rehabilitation & Up-gradation of Sabalkhed to Ashti Section from Km 37900 to Km 55100 & Chinchpur to Jamkhed Section from km 70000 to km 72922 of NH-561 to Two lane with Paved shoulder/ Four lane configuration in the State of Maharashtra on EPC Mode Length20.122km.,Maharashtra,MoRTH,2022-03,2024-09,,213.33,213.33,0,95.88,2026-03,FlashReport_March_2026.pdf
1296,618047,,,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Ahmednagar to Sabalkhed & Ashti to Chinchpur Section of NH-561 from Design km 2915 to km 37728 & Design km 55100 to km 70000 in the State of Maharashtra on EPC mode. Length 49.713 km",Maharashtra,MoRTH,2024-03,2027-05,2027-05,657.16,657.16,0,71.5,2026-03,FlashReport_March_2026.pdf
1297,618049,,,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,Maharashtra,MoRTH,2024-03,2026-07,2026-07,183.41,183.41,64.87,95,2026-03,FlashReport_March_2026.pdf
1298,618059,N24002175,,Construction of four-lane Concrete Road from Police Headquarter Gondia City to Rawanwadi Village Birsi Airport Junction from design km 0.000 to km 15.781 existing km 39/720 of NH-753 to existing Km 8/400 of NH 543 on sections from Kohmara- Goregaon- Police HeadquarterKaranja - Collector Office Square - Balaghat T Point- Rawanwadi- Rajegaon of NH-753 and NH-543 in Gondia District in the state of Maharashtra. Total Length of the project 15.781 Km.,Maharashtra,MoRTH,2023-02,2025-08,2026-07,328.11,328.11,0,34.15,2026-03,FlashReport_March_2026.pdf
1299,618061,,,"Strengthening, Widening & Up-gradation of newly declared NH-761 from NH- 61Junction-BelheAlkutiDevibhoyareNighojShirur, from Design chainage Km 0.000 to Km 37.970 from Single/Intermediate/2L to 2LPS in the State of Maharashtra on EPC Mode Length 37.970 Km",Maharashtra,MoRTH,2024-03,2026-09,2026-09,386.16,386.16,30.86,53.2,2026-03,FlashReport_March_2026.pdf
1300,618065,N24002169,,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to Mohadongri from design Km.170476 to 181476 existing Km.171000 to 182000, Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to 186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing Km.188000 to 18900 having length 28 km of NH-930 of Dhawali to Gadchroli road in the",Maharashtra,MoRTH,2022-03,2025-09,2026-08,316.44,316.44,0,31.71,2026-03,FlashReport_March_2026.pdf
1301,618088,,,Nandurshingote to Kolhar,Maharashtra,MoRTH,2024-09,2026-12,,325.79,325.79,0.24,12.62,2026-03,FlashReport_March_2026.pdf
1302,618089,N24001903,,Rehabilitation & Up-gradation of Mudkhed to Nanded section from Km. 372000 to Km 388400 of NH 161A i.e. Nanded-Bhokar-Himayatnagar-Kinwat-Mahur-Arani Road Design chainage from Km 372000 Mudkhed to Km 387650 Nanded of NH 161A Length 15.65 Km to 2/4Lane with paved shoulders configuration in the State of Maharashtra on EPC mode.,Maharashtra,MoRTH,2022-03,2025-04,2026-06,206.54,206.54,0,65.14,2026-03,FlashReport_March_2026.pdf
1303,618090,N24001002,,Sarsam - Kothari of NH-161A - 2L PS from Km.33/00 to 90/00,Maharashtra,MoRTH,2017-02,2019-06,2025-11,545.64,545.64,0,97.25,2026-03,FlashReport_March_2026.pdf
1304,618094,N24001106,,Pen to Khopoli 2LPS,Maharashtra,MoRTH,2018-03,2019-12,2025-12,369.39,369.39,323.75,86.3,2026-03,FlashReport_March_2026.pdf
1305,618096,,,Rehabilitation and Up-gradation to 2 lane road with paved shoulders configuration for the balance work of 13 km length on Helwak-Patan-Karad section Km. 85000 to 133 417 of NH-166E in the state of Maharashtra on EPC mode.,Maharashtra,MoRTH,2024-02,2026-04,2026-04,181.45,181.45,0,87,2026-03,FlashReport_March_2026.pdf
1306,618097,N24001057,,Guhagar - Rampur - 2L-PS - km 0/00 Guhagar to 26/230 Rampur and 40/00 Mirjoli to 53/600 Sati on NH-166E,Maharashtra,MoRTH,2017-01,2019-06,2025-08,407.2,407.2,0,91.89,2026-03,FlashReport_March_2026.pdf
1307,618098,N24001908,,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",Maharashtra,MoRTH,2021-03,2024-05,2026-03,167.97,167.97,0,93.75,2026-03,FlashReport_March_2026.pdf
1308,618099,,,"Rehabilitation & up-gradation for Talere Gaganbawada - kolhapur Road NH 166G stretch start from km. 0/00 to Km. 06/00 and km. 13/00 to km 19/440 of NH-166G, length 12.440 km in the State of Maharashtra.",Maharashtra,MoRTH,2024-03,2026-04,2026-04,164.13,164.13,98.68,100,2026-03,FlashReport_March_2026.pdf
1309,618133,N24000983,,Strengthening and Widening of road Sakoli- Wadsa-Armori-Gadchiroli-Ashti- Allapalli - Sironcha National highway NH 353C in Km 262/00 to 321/00 including 16 minor Bridges and 2 Major Bridge Total length 59 Km section from repanpalli to sironcha in Gadchiroli Dist in the State of Maharashtra.,Maharashtra,MoRTH,2021-03,2024-05,2026-05,280.57,280.57,0,61.61,2026-03,FlashReport_March_2026.pdf
1310,618134,,,Rehabilitation /Upgradation from Lagam to Alapalli section Desing Km. 199/400 to km 227/400 Length 28.0 Km to 2 lane with Paved Shoulders/ 4 lane configuration section of NH-353 C Sakoli-Wadsa-Armori-Gadchiroli-Ashti-Alapalli Sironcha in Gadchiroli District on EPC mode in the state of Maharashtra.,Maharashtra,MoRTH,2023-02,2026-09,2026-09,459.39,459.39,0,69.15,2026-03,FlashReport_March_2026.pdf
1311,618136,N24001537,,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra.,Maharashtra,MoRTH,2021-03,2023-09,2026-03,224.44,224.44,0,91,2026-03,FlashReport_March_2026.pdf
1312,618137,,,Rehabilitation and Up-gradation of Jarud - Sirsala section of NH-361F km 59500 to km11500 to Two lane with paved shoulder/ Four Lane in the state of Maharashtra on EPC mode Length 55.5 Km.,Maharashtra,MoRTH,2024-03,2027-05,2027-05,540.35,540.35,95.57,43,2026-03,FlashReport_March_2026.pdf
1313,618138,,,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Sautada to Shirapur Section of NH-561 from Design km 86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289 km",Maharashtra,MoRTH,2024-03,2026-11,2026-11,349.57,349.57,0,37.4,2026-03,FlashReport_March_2026.pdf
1314,618139,,,Rehabilitation and Up-gradation of Gangakhed Loha section of NH-361F from Km 169/00 to 210/00 to two lane with paved shoulder/ four lane configuration in the state of Maharashtra on EPC mode Length - 41.00 Km.,Maharashtra,MoRTH,2024-03,2026-09,2026-09,355.12,355.12,0,43.46,2026-03,FlashReport_March_2026.pdf
1315,618150,,,Rehabilitation and Up-gradation of i. Deogaon phata to Digras phata Ch. 0/000 to 15/000 & Selu to Borgavhan Ch 20/900 to 35/800 [Length 29.9km] ii. Injegaon Dhamoni to Pohner Phata Ch.58/200 to Ch. 83/700 [Length25.5 km] and iii. Pohner phata to Pathri Design Ch. 42/700 to 58/200 [Length 15.5 km] sections of NH-548B to Two lane with paved shoulder configuartion in the state of Maharashtra on EPC mode Total project length 70.9 Km.,Maharashtra,MoRTH,2024-03,2027-05,2027-05,761.83,761.83,0,15,2026-03,FlashReport_March_2026.pdf
1316,618152,N24002132,,Mhaswad to Tembhurni section of NH-548C - 2L PS,Maharashtra,MoRTH,2017-01,2019-07,2025-12,488.6,488.6,0,96.19,2026-03,FlashReport_March_2026.pdf
1317,618153,N24000979,,Satara to Mhaswad,Maharashtra,MoRTH,2017-01,2019-08,2025-07,653.46,653.46,7.33,98.08,2026-03,FlashReport_March_2026.pdf
1318,618154,N24001390,,"Rehabilitation & upgradation of Jamkhed to Sautada Section of NH548 D from km 195.375 to km 208.774, Length 13.399 Km to 2L PS /4L configuration with rigid pavement in the state of Maharashtra on EPC mode.",Maharashtra,MoRTH,2022-03,2024-07,2026-06,157.62,157.62,0,68.93,2026-03,FlashReport_March_2026.pdf
1319,618155,,,Development/Widening of Talegaon Chakan Shikrapur Nhavara Section of NH-548D from existing chainage km. 54/000 to 82/300 and Design chainage Km. 54/000 to 82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the State of Maharashtra.,Maharashtra,MoRTH,2024-03,2026-07,2026-07,396.17,396.17,85.57,63.2,2026-03,FlashReport_March_2026.pdf
1320,618172,N24001122,,Paithan - Shirur section 2LPS Km 0.0 to 55.00,Maharashtra,MoRTH,2017-03,2019-06,2026-05,341.8,341.8,0,82,2026-03,FlashReport_March_2026.pdf
1321,618173,N24001123,,Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L,Maharashtra,MoRTH,2017-02,2019-06,2025-09,381.77,381.77,0,83.93,2026-03,FlashReport_March_2026.pdf
1322,618174,,,Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH- 752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length 21.411 km.,Maharashtra,MoRTH,2024-03,2026-10,2026-10,226.58,226.58,0,60.7,2026-03,FlashReport_March_2026.pdf
1323,618175,N24001884,,Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane configuration in the state of Maharashtra on EPC mode.,Maharashtra,MoRTH,2022-03,2025-05,2026-06,428.8,428.8,0,93.46,2026-03,FlashReport_March_2026.pdf
1324,618176,,,Rehabilitation and upgradation from ch km 50/200 to 56/800 and km 62/600 to 100/403 of Kolde to Visarwadi Near Junction with NH-6 section of NH 752G total length 44.40 to two-lane with paved shoulder / four lanes in the State of Maharashtra on EPC mode.,Maharashtra,MoRTH,2025-03,2028-01,,349.08,349.08,0,17,2026-03,FlashReport_March_2026.pdf
1325,618177,N24001060,,Pal Phata Phulambri - Khultabad 2LPS,Maharashtra,MoRTH,2018-03,2019-12,2025-12,227.19,227.19,0,99.15,2026-03,FlashReport_March_2026.pdf
1326,618178,,,Widening and strengthening of Gangakhed to Kingaon section of NH-752K in Km 38/750 to 72/304 Flexible Pavement Length33.554 km to 2-lane configuration on EPC mode in the State of Maharashtra.,Maharashtra,MoRTH,2024-02,2026-06,,162.67,162.67,0,72,2026-03,FlashReport_March_2026.pdf
1327,618179,,,Rehabilitation and Upgradation of Shewali phata to Kalambhir section i.e. Km 0443 to Km 4500 & Nizampur to Chadwel section i.e. Km 13485 to Km 26265 Length16.317 Km excluding 2 Major Bridges with approaches Km 13735 to Km 14095 & Km 19660 to Km 20030 of NH 753B to 2LPS Configuration in the State of Maharashtra on EPC Mode.,Maharashtra,MoRTH,2024-03,2026-02,2026-02,181.58,181.58,0,93.01,2026-03,FlashReport_March_2026.pdf
1328,618180,N24001082,,Pune raigarh District Border To Mangaon Ch 69000 to 103775 NH-753F,Maharashtra,MoRTH,2018-03,2019-12,2024-06,223.46,223.46,0,89.08,2026-03,FlashReport_March_2026.pdf
